text,id,subject
"WHEREAS, The United Nations High Commission on Refugees estimated in 2017 that more than sixty-five million people worldwide have been forcibly displaced from their homes due to war, violence, disease, extreme poverty, and other conditions; and",199,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"WHEREAS, The Bible commands followers of Christ to “look after orphans and widows in their distress” (James 1:27) and “defend the rights of the fatherless” (Isaiah 1:17); and",200,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"WHEREAS, More than six hundred thousand children spend time in the American foster care system each year and more than 150 million children are orphans around the world; now, therefore, be it",201,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, reaffirm our commitment that the Bible alone and the Bible in its entirety “was written by men divinely inspired and is God’s revelation of Himself to man. It is a perfect treasure of divine instruction. It has God for its author, salvation for its end, and truth, without any mixture of error, for its matter. Therefore, all Scripture is totally true and trustworthy” (The Baptist Faith and Message, Article I); and be it further",202,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"RESOLVED, That we reaffirm our joyful confidence and unswerving belief that there “is one and only one living and true God” who is “an intelligent, spiritual, and personal Being, the Creator, Redeemer, Preserver, and Ruler of the universe,” who “reveals Himself to us as Father, Son, and Holy Spirit, with distinct personal attributes, but without division of nature, essence, or being,” to whom “we owe the highest love, reverence, and obedience” (The Baptist Faith and Message, Article II); and be it further",203,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"RESOLVED, That we continue to “encourage Southern Baptist churches and families to welcome and adopt refugees into their churches and homes as a means to demonstrate to the nations that our God longs for every tribe, tongue, and nation to be welcomed at His throne” (“On Refugee Ministry,” resolution adopted by the Southern Baptist Convention in 2016); and be it finally",204,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"RESOLVED, That we call on Southern Baptists to pray specifically whether God is calling them to adopt or foster a child (or children) and encourage local churches to lift up and facilitate adoption and foster care by church members, covering them in prayer and helping them in tangible ways to show the love of Christ to little children, upon whom the Lord Himself showed compassion during His sojourn on earth (Matthew 18:2–6; 19:13–15; Mark 10:13–16; Luke 18:15–17). ",205,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"WHEREAS, The messengers to the 161st session of the Southern Baptist Convention are enjoying a time of worship, encouragement, and fellowship in the Lord Jesus Christ; and",206,On Appreciation
"WHEREAS, We acknowledge God’s providence in all these blessings; and",207,On Appreciation
"WHEREAS, We also acknowledge the kind hospitality of the people of Dallas, Texas; and",208,On Appreciation
"WHEREAS, We further acknowledge our local Southern Baptist churches, associational leaders, staffs of the Baptist General Convention of Texas and the Southern Baptists of Texas Convention, Southern Baptist Convention committees, Southern Baptist Convention entities, and hundreds of volunteers from the Dallas area who have worked so diligently to make our stay a pleasant one; and",209,On Appreciation
"WHEREAS, We especially acknowledge the Lord’s grace in enabling our Southern Baptist Convention president, officers, various committees, musicians, and other platform personnel to conduct the affairs of this Convention with dignity and a Christlike spirit; now, therefore, be it",210,On Appreciation
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, express our profound gratitude to the Lord and to all those through whom He is working to bring about an annual meeting characterized by prayer, grace, evangelism, worship, encouragement, unity, and purpose. ",211,On Appreciation
