text,year
"WHEREAS, ""The earth is the Lord's and the fullness thereof, the world and those who dwell therein"" (Psalm 24-1:); and	WHEREAS, ""God called the dry land Earth, and the waters that were gathered together He called Seas.  And God saw that it was good"" (Genesis 1:10); and	WHEREAS, Christians recognize God as Father, Son, and Holy Spirit and as Creator, Redeemer, and Sustainer of the created order; and	WHEREAS, ""The Lord God took the man and put him in the Garden of Eden to till it and keep it"" (Genesis 2:15); and	WHEREAS, The sinfulness of the human race has led to the destruction of the created order (Romans 8:22) as evidenced by the endangerment of the earth by pollution, human extravagance and wastefulness, soil depletion and erosion, and general misuse of creation; and	WHEREAS, We are forbidden to worship the creation (Matthew 4:10, Romans 1:25), but are charged by our Creator with caring for creation (Genesis 1:28, 2:15), and are called to be faithful stewards of that which is entrusted to us (Luke 16:1-13).	THEREFORE, BE IT RESOLVED, That we, the messengers of the Southern Baptist Convention, meeting in New Orleans, Louisiana, June 12-14, 1990, recognize publicly our responsibility to God to be better stewards of all of the created order; and	BE IT FURTHER RESOLVED, That the messengers in the session for this Southern Baptist Convention covenant with one another to seek ways personally and corporately to care for the earth and all those who dwell therein; and	BE IF FURTHER RESOLVED, That individuals, churches, and other Baptist groups be encouraged to make an environmentally responsible ethic a part of our lifestyle and evangelistic witness.",1990
"	WHEREAS, Each year the alcohol industry bombards the American home with over $2 billion of advertisements and promotions that glamorize drinking; and	WHEREAS, Over 100,000 deaths result from alcohol-related problems each year; and	WHEREAS, The economic costs of alcohol-related problems to the federal government exceed $200 billion annually; and	WHEREAS, The primary means through which Americans are encouraged to consume alcoholic beverages is the media; and	WHEREAS, The television advertising of alcoholic beverages often portrays the use of these products in a glamorous light and identifies such products with popular sporting events and sports figures, which has an unusually powerful and persuasive effect on youth; and	WHEREAS, Most American children will see thousands of television commercials for beer, not counting other alcoholic beverages, before they are old enough to buy alcoholic beverages; Now, therefore,	Be it RESOLVED, That we the messengers to the Southern Baptist Convention, meeting in Atlanta, Georgia, June 4-6, 1991, decry the irresponsible manipulation in television advertising which influences young people and others to use alcohol; and	Be it further RESOLVED, That we express strong support for legislation which would require rotating health messages in alcoholic beverage advertisements whenever and wherever such advertisements are broadcast on radio and television or are printed in books, brochures, magazines, newspapers and promotional displays; and	Be it further RESOLVED, That we encourage The Christian Life Commission to continue its work for the passage of legislative restrictions on alcoholic beverage advertisements; and	Be it further RESOLVED, That we urge President George Bush and both houses of the U.S. Congress to support publicly and vigorously such legislation; and	Be it further RESOLVED, That we encourage all Baptists to write or call their Representatives and Senators, asking them to become sponsors of such legislation.",1991
"	WHEREAS, The Southern Baptist Convention, through its Bold Mission Thrust, earnestly seeks to share God's Word with every man, woman and child everywhere; and	WHEREAS, The American Bible Society is celebrating its 175th Anniversary and continues to carry out its only purpose of translating, publishing and distributing the Word of God without doctrinal note or comment and without profit; and	WHEREAS, The American Bible Society has shared 5,868,597,929 Scriptures since their founding in 1816; and	WHEREAS, Southern Baptists have given financial support in the amount of $9,620,835 since 1919; and	WHEREAS, Southern Baptists and the American Bible Society have enjoyed a fruitful sharing of information and resources toward the establishment of a Bible press in the People's Republic of China, which has now produced more than 3,000,000 Bibles for Chinese Christians and others; and	WHEREAS, The partnership of the American Bible Society and Southern Baptists led to the successful distribution of Scripture portions in Uganda for people who have contracted the tragic disease of AIDS and those who care for the patients; and	WHEREAS, The Southern Baptists have worked closely with the American Bible Society in response to the extraordinary opportunity for sharing Scriptures in the USSR and Central/Eastern Europe that has never in living memory been greater or more urgent; and 	WHEREAS, The American Bible Society has consistently provided Scripture resources in many languages to support our Home Mission Board ministries, and provided several specific language Scriptures for, ""Here's Hope; Jesus Cares For You"", the 1990 simultaneous revival emphasis; and	WHEREAS, The American Bible Society's effective partnership with Baptist state conventions has resourced Scripture projects in evangelism, literacy missions, prisons, migrants, seamen's ministries, and has extended this partnership to the Baptist associations in their ministries; and	WHEREAS, The American Bible Society has committed to resource language Scriptures for the evangelistic language Scripture distribution project of the Home Mission Board in 1991; Now, therefore,	BE IT RESOLVED, That the Southern Baptist Convention congratulates the American Bible Society on the occasion of its 175th Anniversary and express grateful appreciation to God for the Bible ministry of the American Bible Society; and	BE IT FURTHER RESOLVED, That we encourage all Southern Baptist churches to observe American Bible Society Sunday, November 17, 1991, and continually to uphold the American Bible Society in earnest prayer.",1991
"	WHEREAS, 1990 was declared International Year of Bible Reading by the Southern Baptist Convention, the President of the United States, thirty-five governors, a number of world leaders and other denominations and Christian groups; and	WHEREAS, Efforts are under way to promote Bible Reading Marathons (public reading of the Scriptures) on college and university campuses, at annual conventions, and in capital cities around the world during the decade; and	WHEREAS, Recent surveys show that the majority of Christians, including Baptists, have never read through the entire Bible even once; and	WHEREAS, Southern Baptists have historically maintained a commitment to the entire Word of God; Now, therefore,	BE IT RESOLVED, That the messengers to the Southern Baptist Convention, meeting in Atlanta, Georgia, June 4-6, 1991, declare the 1990s the Decade of Bible Reading; and	BE IT FURTHER RESOLVED, That we as Southern Baptists intensify our efforts in promoting world-wide Bible reading and Scripture distribution during the decade of the 1990s; and	BE IT FURTHER RESOLVED, That we encourage pastors and others in leadership to promote reading through the entire Bible yearly during the decade; and	BE IT FURTHER RESOLVED, That we support and encourage the efforts of other Christian groups and denominations in promoting world-wide Bible reading as a vital part of fulfilling the Great Commission.",1991
"	WHEREAS, 1991 marks the 50th anniversary of the Chaplains Commission of the Southern Baptist Convention; and	WHEREAS, The Commission in these 50 years of service has endorsed thousands of Southern Baptist ministers to serve throughout the United States and in 22 foreign countries in military, institutional, health care, business-industrial chaplaincy and in pastoral counseling; and	WHEREAS, Presently more than 2,200 Southern Baptist men and women serve as endorsed chaplains and counselors, including more than 200 Southern Baptist chaplains who were deployed in ""Operation Desert Storm""; Now, therefore,	BE IT RESOLVED, That the messengers to the Southern Baptist Convention meeting in Atlanta, Georgia, June 4-6, 1991 joyfully celebrate this 50th anniversary of Southern Baptist Chaplaincy and express our deep gratitude to God and high appreciation to those who have served so faithfully and effectively and do now serve endorsed and approved by the Chaplains Commission of the Southern Baptist Convention.",1991
"WHREAS, The liberation of Kuwait from the Iraqi Forces was carried out by the military forces of the United States and her coalition partners with precision, speed, and minimum casualties; and	WHEREAS, Humanitarian concerns were given the highest priority by the American military as evidenced by the lengthy and intensive attempts at diplomatic solutions, the careful selection of non-civilian targets during the hostilities, and the respectful treatment given P.O.W.s and displaced non-combatants; and	WHEREAS, The cause of freedom, democracy and peace was advanced by the diligent and courageous performance of duty throughout all segments of our armed services; Now, therefore,	BE IT RESOLVED, That we the messengers to the Southern Baptist Convention meeting in Atlanta, Georgia, June 4-6, 1991, commend and salute the President of the United States as Commander-in-Chief of the Armed Forces, the Joint Chiefs of Staff, the commanders in the field, and the men and women of every military rank for their preparedness and resolve, their commitment to duty and to country, their fortitude in the face of danger, and their overwhelming victory in Operation Desert Storm; and	BE IT FURTHER RESOLVED, That we especially honor those who died in the conflict for their ultimate sacrifice in the cause of freedom and that we offer our heartfelt sympathy and gratitude to their families; and	BE IT FURTHER RESOLVED, That we express reverent thanksgiving to Almighty God, the Judge of all nations, who is mightier than all armies and who alone is able to save, for His guidance, His mercy, and His blessing on our nation in Operation Desert Storm.",1991
"WHEREAS, Southern Baptists have always affirmed the right of parents to educate their children in accordance with their religious convictions, without governmental obstruction or interference; and	WHEREAS, More and more Southern Baptist parents are concerned that their public school systems are increasingly hostile to Christian convictions; and	WHEREAS, Many of these parents have felt the need to choose other avenues of instruction for their children, including private schools, Christian schools, and home instruction; and	WHEREAS, Choice in education, with appropriate tax considerations, is being promoted by the President and many legislators in order to give parents the right and opportunity to choose their children's school or means of education; and	WHEREAS, Economically disadvantaged children are the greatest victims of the lack of choice in education; and	WHEREAS, Choice in education provides real hope that all children can receive excellent instruction, which also honors the values of their parents; and	WHEREAS, Many educators and observers are convinced that empowering all parents to choose the educational alternative which is in the best interest of their children, will require accountability, encourage competition, and result in improved education; and	WHEREAS, Some educational choice programs provide an opportunity for parents to exercise their First Amendment rights to religious liberty without violating constitutional sanctions against the establishment of religion; and	WHEREAS, Some educational choice proposals constitute direct aid to churches; and	WHEREAS, Baptists have historically opposed direct aid to churches, recognizing that with government funds come government intrusion and interference; Now, therefore,	BE IT RESOLVED, That the messengers to the Southern Baptist Convention, meeting in Atlanta, Georgia, June 4-6, 1991 reaffirm the right of parents to educate their children according to their religious convictions; and	BE IT FURTHER RESOLVED, That we encourage choice in education initiatives which include proper tax incentives for families; and	BE IT FURTHER RESOLVED, That these initiatives be fully in keeping with First Amendment protections of religious liberty and prohibitions against any governmental establishment of religion.",1991
"WHEREAS, The family is one of only three institutions which God established and is the foundation of the other two God-ordained institutions which are the church and the civil magistrate; and	WHEREAS, Strong families are a vital part of a moral society; and	WHEREAS, Government policies which have neglected and punished the institution of the family are a significant factor in the moral decay of American society; and	WHEREAS, In 1950 the average American family with children paid only two percent of its annual income in federal payroll and income taxes, today that same family pays approximately 24 percent in federal taxes; and 	WHEREAS, Much of the income of employed mothers in two-income families goes to pay the family's tax burden; and	WHEREAS, Public opinion polls demonstrate that many mothers would choose to stay at home with their small children if the family could afford to do so; and	WHEREAS, Recent studies have shown that the amount of time parents spend with their children has dropped 40 percent in the last 25 years; and	WHEREAS, If the current $2,000 per dependent child exemption has been properly adjusted for inflation over the last forty years it would amount to more than $6,000 for each child; and	WHEREAS, Current tax law discourages parental child-rearing by providing tax incentives to parents with child care expenses, no matter how wealthy those parents are; and	WHEREAS, Current tax law provides better savings incentives for most two- income families by allowing those families to have $4,000 in tax-deductible contributions to Individual Retirement Accounts (IRAs) while most traditional one-income families may only make $2,250 in yearly tax deductible contributions to IRAs; and	WHEREAS, Public policy should provide incentives which promote stable marriages and parental child-rearing, recognizing that these policies will contribute to a better society; Now, therefore,	BE IT RESOLVED, That we the messengers to the Southern Baptist Convention, meeting in Atlanta, Georgia, June 4-6, 1991, call on the Congress and the President to adopt policies which encourage the establishment and development of strong families by eliminating all discrimination in the tax code against the traditional family and reducing the federal tax liability on families with children.",1991
"WHEREAS, Federal government agencies have demonstrated an increasing tendency to issue grants to groups, organizations, and institutions which promote sexual immorality; and	WHEREAS, The Centers for Disease Control has recently joined this trend, issuing a $25,000 grant to the 13th National Lesbian and Gay Health Conference; and	WHEREAS, The program of this conference will include seminars dealing with topics advertised as ""Safer Sex for Lesbians,"" ""Creating Mythologies and Rituals for Gay People,"" ""Sex, Safe and Hot: Eroticizing Safer Sex for Women,"" and ""SEXCESSful Teen Outreach""; and	WHEREAS, The conference is but another example of government encouragement of homosexual lifestyles, with one seminar designed to assist teenagers to ""come to an understanding of their Straight, Bisexual, Gay, or Lesbian sexuality in a society that assumes and expects everyone to be heterosexual""; and	WHEREAS, This grant is highly objectionable and violates the proper role and responsibility of government; and	WHEREAS, This conference and similar programs funded by our federal government violates the consciences of millions of tax-payers who expect government to uphold policies which promote righteousness; Now, therefore,	BE IT RESOLVED, That the messengers to the 134th session of the Southern Baptist Convention, meeting in Atlanta, Georgia, June 4-6, 1991, register our outrage at this CDC grant as an example of the improper and inexcusable misuse of the public treasury and the public trust; and	BE IT FURTHER RESOLVED, That we call upon the President of the United States to take decisive action to ensure that such grants are prohibited in the future by means of an Executive Order requiring all federal policies to affirm the family and refuse any government funds to groups or programs which encourage sexual immorality in any form.",1991
"WHEREAS, God has ordained government to do good works; and	WHEREAS, Southern Baptists have historically supported the constitutional rights of free speech and have opposed undue censorship; and	WHEREAS, Regulation of government funding of art or certain types of expression claimed to be art is not censorship of the arts; and	WHEREAS, The Supreme Court recently stated in Rust v. Sullivan that government may regulate expressive activity to conform to public policy as a condition for obtaining public funding; and	WHEREAS, The National Endowment for the Arts (NEA) has, increasingly in recent years, demonstrated a pattern of support for obscene, offensive, morally repugnant, and sac-religious ""art""; and	WHEREAS, The Chairman of the NEA, who is appointed by the President, has demonstrated a clear lack of sensitivity to the concerns of evangelical Christians and others regarding the funding abuses of the NEA; and	WHEREAS, Last year, despite pleas from evangelical Christians and others, Congress and the President failed to support legislation which would have placed meaningful restrictions on what the NEA is permitted to fund but instead adopted an ineffectual standard calling for ""general standards of decency""; and	WHEREAS, Since last year's ineffectual action by Congress, additional homoerotic, pornographic, and sac-religious ""art"" has been funded by the NEA with the explicit approval of its Chairman; and	WHEREAS, Some members of Congress and the President continue to oppose content restrictions on NEA funding; Now, therefore,	BE IT RESOLVED, That we the messengers to the Southern Baptist Convention meeting in Atlanta, Georgia, June 4-6, 1991, recognizing the influence which the NEA has on our culture, deplore the lack of initiative by the President and Congress in addressing the continuing abuses of the NEA; and	BE IT FURTHER RESOLVED, That we urge the President to act immediately to remove the current Chairman of the NEA and replace him with an individual who will stop funding obscene, offensive, morally repugnant, and sac-religious ""art""; and	BE IT FURTHER RESOLVED, That we call on Congress and the President to set standards which will prevent the funding the obscene, offensive, morally repugnant and sac-religious ""art,"" or, if that is not done, to cease funding the National Endowment for the Arts.",1991
"WHREAS, There are many people being held hostage around the world in 1991:  one now in his seventh year, another who recently celebrated his 60th birthday, and another taken hostage on a trip seeking release of other hostages; and	WHEREAS, Not only do the hostages suffer deprivation, but also their families and loved ones bear the agony of the loneliness and the pain of not knowing their loved ones' condition; Now, therefore,	BE IT RESOLVED, That the messengers to the Southern Baptist Convention meeting in Atlanta, Georgia, June 4-6, 1991 be encouraged to pray for the release of the hostages, to pray for the captors to come to know the ""peace that passeth all understanding,"" and to pray for the families of the hostages.",1991
"WHEREAS, The Bible teaches that God holds human life to be sacred and created human beings in His own image; and	WHEREAS, Southern Baptists have historically affirmed biblical teaching regarding the sanctity of human life by adopting numerous pro-life resolutions at the national, state, and local levels; and	WHEREAS, Approximately 1.6 million unborn babies are killed each year in America as a result of the 1973 decision of the Supreme Court in Roe v. Wade; and	WHEREAS, In 1989 the Supreme Court began the dismantlement of the Roe decision by upholding a Missouri pro-life statute in Webster v. Reproductive Health Services; and 	WHEREAS, As a result of the Webster decision, states now have more flexibility to regulate and restrict the practice of abortion; and	WHEREAS, The Supreme Court is likely to erode or overturn the Roe decision in the near future; and	WHEREAS, Legislation has been introduced in the United States Congress which would codify and expand the Roe abortion rights and thereby restrict the rights of states to regulate abortions within their borders; and	WHEREAS, Pro-abortion legislators in Congress are also attempting to repeal restrictions on federal abortion funding; and	WHEREAS, New drugs and technologies, including RU-486, which will make the practice of abortion easier, are being researched and used in other nations and abortion advocates are attempting to bring these technologies to America; and	WHEREAS, Some scientists in America are experimenting with the tissues of babies from induced abortions in order to find cures to certain diseases and are working to repeal the ban on federal government research on fetal tissue transplantation; Now, therefore,	BE IT RESOLVED, That we the messengers to the Southern Baptist Convention, meeting in Atlanta, Georgia, June 4-6, 1991, affirm the biblical prohibition against the taking of unborn human life except to save the life of the mother; and	BE IT FUTHER RESOLVED, That we call on all Southern Baptists to work for the adoption of pro-life legislation in their respective states which would expand protection for unborn babies; and	BE IT FURTHER RESOLVED, That we call on all Southern Baptists to work with equal fervor to compassionately encourage and assist girls and women with unplanned or unwanted pregnancies to carry their children to term and to prepare for the best life possible for their children; and		BE IT FURTHER RESOLVED, That we oppose all efforts by the United States Congress to limit the rights of states to restrict abortion-on-demand and call upon Congress to maintain current pro-life policies which prohibit the use of federal funds to encourage, promote, or perform abortions except to save the life of the mother; and	BE IT FURTHER RESOLVED, That we oppose the testing, approval, distribution, and marketing in America of new drugs and technologies which will make the practice of abortion more convenient and more widespread; and	BE IT FURTHER RESOLVED, That we support the current federal government ban on funding any transplantation of tissue from induced abortions for purposes of experimentation and research and call on the federal government to maintain the ban despite pressure from the scientific community and pro-abortion organizations.",1991
"WHEREAS, The U.S. Supreme Court ruling in Employment Division, Department of Human Resources of Oregon v. Smith (1990) seriously threatens the protection of the free exercise of religion assured by the First Amendment to the United States Constitution; and	WHEREAS, This ruling raises the possibility for the state to enforce generally applicable laws even when they violate the religious practices of persons or groups without first proving that the state has a compelling interest in the application of such laws to these practices; and	WHEREAS, The majority opinion of the court in this case has had the effect of relegating the nation's first liberty to an inferior status by requiring that it be joined with another constitutional right for it to be afforded constitutional protection; and	WHEREAS, Baptists have historically demonstrated deep convictions concerning religious liberty and were instrumental in the introduction and adoption of the First Amendment, and have worked tirelessly for the preservation and practice of religious liberty; and	WHEREAS, We emphatically do not condone the use of illegal drugs, while we strongly object to the court's reasoning in this case; and	WHEREAS, Pro-abortion organizations have argued before federal courts and the United States Congress that abortion rights are protected by the Free Exercise Clause of the First Amendment; and	WHEREAS, Southern Baptists have historically rejected the proposition that abortion is a religious liberty which should be protected under the Free Exercise Clause of the First Amendment; Now, therefore,	BE IT RESOLVED, That we the messengers to the Southern Baptist Convention, meeting in Atlanta, Georgia, June 4-6, 1991, express our outrage over this ruling and call for the introduction and adoption of federal legislation to restore the religious liberty protections endangered by this ruling, and to maintain that such legislation cannot be used effectively to advance abortion rights under the proposed statute or any other proposed religious liberty statute; and	BE IT FURTHER RESOLVED, That we encourage The Christian Life Commission of the Southern Baptist Convention to continue its work for the introduction and adoption of such legislation.",1991
"WHEREAS, The Bible reveals God's design for humanity, organized around the institution of the family; and	WHEREAS, Scripture reveals that human sexuality is a divine gift declared good in His sight and meant for the enjoyment and fulfillment of men and women within the sacred institution of marriage, and only within that institution; and	WHEREAS, Scripture condemns any abuse of sexuality, including premarital sex, adultery, rape, incest, pornography, promiscuity, prostitution, and homosexuality; and	WHEREAS, These authoritative biblical guidelines are now under persistent and concerted attack by a culture of moral relativism, even within the religious community; Now, therefore,	Be it RESOLVED, That the messengers to the 134th session of the Southern Baptist Convention, meeting in Atlanta, Georgia, reaffirm commitment to the bibical standard of sexuality, to the institution of marriage as the joining of a man and a woman before God, and to the family as the foundation of human life and society; and	Be it further RESOLVED, That the Convention call upon all Christians to uphold the biblical standard of human sexuality against all onslaughts, celebrating sexuality as a divine gift to be exercised for the enjoyment and procreation of human beings, but wholly within the command and law of the Lord, under whose holy love, redemptive justice, and righteous judgment all humans stand.",1991
"	WHEREAS, The messengers of the 135th annual meeting of the Southern Baptist Convention have been the recipients of the gracious hospitality of the people of Indianapolis; and	WHEREAS, The Southern Baptists of Indiana have displayed tremendous leadership in making preparations for the Convention meeting; and	WHEREAS, The President, officers, committees and platform personnel have conducted the affairs of this convention in a professional and Christlike manner, while displaying outstanding leadership.	THEREFORE, BE IT RESOLVED, That we the messengers to this the 135th annual session of the Southern Baptist Convention express our profound gratitude to all those whose efforts have contributed to the gracious spirit, evangelistic impact and overall effectiveness of this annual meeting.",1992
"WHEREAS, Baptist polity identifies the local congregation as the foundational basis of church order; and	WHEREAS, The local Baptist congregation is understood as autonomous, with full power and authority to conduct its own affairs, and is thus free from any power of coercion by other local churches or any general Baptist body; and	WHEREAS, Autonomous Baptist churches have voluntarily and freely entered into fellowship with and cooperation through general Baptist bodies (associations, state conventions, and the Southern Baptist Convention) for the purpose of eliciting and combining support for mission, education, and benevolence ministries; and	WHEREAS, Those general Baptist bodies are also fully autonomous, each ""independent in its own sphere,"" and thus beyond the coercion of any other body or local church; and	WHEREAS, Local churches and general Baptist bodies bear the sacred responsibility to maintain the basis of true Baptist cooperation, which lies in evangelical mission, faithful confession, and mutual accountability under the Word of God.	THEREFORE, BE IT RESOLVED, That we, the messengers to the 135th session of the Southern Baptist Convention, affirm the autonomy of local Baptist churches and general Baptist bodies; and	BE IT FURTHER RESOLVED, That we confess our respective responsibility to maintain the integrity and scriptural discipline of every Baptist body in terms of faith, practice, membership, and programs, thus protecting the witness and purity of the church and denomination; and	BE IT FINALLY RESOLVED, That we urge a comprehensive preservation of historic Baptist polity, understanding the proper autonomy of local Baptist churches and general Baptist bodies under the mutual accountability all Christian bodies share under the Lordship of Jesus Christ.",1992
"WHEREAS, We are called to be in the world but not of the world; and	WHEREAS, We are called to maintain biblical standards of holiness and to avoid compromise of our Christian witness, or cooperation which would threaten that witness; and	WHEREAS, We are called to maintain Christian witness openly before the world; and	THEREFORE, BE IT RESOLVED, That we, the messengers to the 135th session of the Southern Baptist Convention, call upon all Christians to maintain personal purity in all activities, associations, or memberships; avoiding any association which conflicts with clear biblical teaching, including those teachings concerning the taking of oaths, the secrecy of activities, mystical knowledge, or racial discrimination; and 	BE IT FURTHER RESOLVED, We affirm that biblical doctrine is to be open and public knowledge and that the Christian faith is to be a clear and public expression of the truth that Jesus Christ is the only means of salvation, that the Bible is our infallible guide, and that salvation comes by the Gospel of grace and not by works; and	BE IT FINALLY RESOLVED, That we urge all Southern Baptists to refrain from participation or membership in organizations with teachings, oaths, or mystical knowledge which are contrary to the Bible and to the public expression of our faith in the gospel of Jesus Christ, which must be above all reproach.",1992
"WHEREAS, An increasing number of public school districts are distributing condoms to students through the public schools; and	WHEREAS, These condoms are often distributed without the knowledge and consent of parents; and	WHEREAS, The dangerous myth of ""safe sex"" continues to claim victims, including young children in public schools; and	WHEREAS, The forced availability of birth control devices to minors violates the rights of parents and guardians, endangers the health and lives of children, and is a violation of the rights of the family.	THEREFORE, BE IT RESOLVED, That we, the messengers to the 135th session of the Southern Baptist Convention, meeting in Indianapolis, Indiana, June 9-11, 1992, register our moral outrage at this unprecedented usurpation of parental rights and violation of family integrity; and	BE IT FURTHER RESOLVED, That we affirm our determination to oppose condom distribution programs in public schools and call upon educational authorities to refrain from such distribution; and	BE IT FINALLY RESOLVED, That we urge whatever legislative, judicial, or administrative remedies are necessary to terminate condom distribution programs where they already exist, and to implement abstinence-based educational programs in public schools.",1992
"WHEREAS, The Cooperative Program is the central conduit for the financial support of the boards, commissions, and institutions of the Southern Baptist Convention; and	WHEREAS, Those entities related to the Convention have a binding responsibility to support the Cooperative Program.	THEREFORE, BE IT RESOLVED, That we, the messengers to the 135th session of the Southern Baptist Convention, affirm the Cooperative Program as the primary means by which the Convention provides financial support for its entities; and	BE IT FINALLY RESOLVED, That we urge those entities and their personnel to maintain support of the Cooperative Program and avoid any conflict of interest, real or perceived, which would be occasioned by any participation with any organization, program, or meeting which would compromise support of the Cooperative Program.",1992
"WHEREAS, Eastern Europe and former Soviet bloc nations have experienced dramatic political change, bringing down oppressive ideologies and walls that separate peoples; and	WHEREAS, Political and economic changes accelerate the hunger to know God, promote a desire for true stability, and create a positive environment for evangelism; and	WHEREAS, In this volatile vacuum, organized cults are currently sending thousands of zealous proclaimers of their false doctrines into the newly liberated lands to fill the religious void; and	WHEREAS, Southern Baptists have exhibited a passionate commitment to win the world to Christ, organizing and sending missionaries throughout the world.	THEREFORE, BE IT RESOLVED, That we, the messengers to the 135th session of the Southern Baptist Convention, affirm our responsibility to urgent world evangelism; and	BE IT FURTHER RESOLVED, That we commend the Foreign Mission Board for the initial step of declaring a ""Green Alert"" for Eastern Europe; and	BE IT FINALLY RESOLVED, That we urge all Baptist churches, bodies and appropriate Southern Baptist Convention agencies to marshal their resources and mobilize their members aggressively to seek ways to strike quickly, seizing the moment, while the window of opportunity still exists, in order to win Eastern Europe and the former Soviet republics to Jesus Christ.",1992
"WHEREAS, The Bible teaches that God created all human life in His own image and declares human life to be sacred from conception until death; and	WHEREAS, Southern Baptists have historically affirmed biblical teaching regarding the sanctity of human life; and	WHEREAS, A growing ""quality of life"" ethic has led to increasing acceptance of euthanasia and assisted suicide in the United States.	Therefore, Be it RESOLVED, That we the messengers to the Southern Baptist Convention, meeting in Indianapolis, Indiana, June 9-11, 1992, affirm the biblical prohibition against the taking of innocent human life by another person, or oneself, through euthanasia or assisted suicide; and	Be it further RESOLVED, That in light of the fact that the end of life may be painful, we urge scientists and physicians to continue their research into more effective pain management; and	Be it further RESOLVED, That we encourage hospitals, nursing care facilities, and hospices to increase their efforts to keep dying persons as comfortable as possible and call on Christians to help provide companionship and appropriate physical and spiritual ministry to persons who are dying; and	Be it further RESOLVED, That we oppose efforts to designate food and water as ""extraordinary treatment,"" and urge that nutrition and hydration continue to be viewed as compassionate and ordinary medical care and humane treatment; and	Be it further RESOLVED, That we reject as appropriate any action which, of itself or by intention, causes a person's death; and	Be it finally RESOLVED, That we call upon federal, state, and local governments to prosecute under the law physicians or others who practice euthanasia or assist patients to commit suicide.",1992
"WHEREAS, The Southern Baptist Convention has repeatedly affirmed the sanctity of human life and has strongly opposed abortion on demand; and	WHEREAS, The United States Congress is considering legislation which would overturn the federal moratorium on the use of fetal tissue from induced abortions in federally funded transplantation research, thus allowing electively aborted babies to be exploited for scientific and commercial purposes.	Therefore, Be it RESOLVED, That we, the messengers to the 135th session of the Southern Baptist Convention urge the United States Congress to sustain the President's federal moratorium; and	Be it further RESOLVED, That we affirm Southern Baptist opposition to the unethical practice of using fetal tissue from induced abortions in experimental research, whether privately or publicly funded.",1992
"WHEREAS, God has revealed Himself to us in Holy Scripture that we might have knowledge of Him; and	WHEREAS, Both the Old Testament and the New Testament are replete with references to God as Father; and	WHEREAS, The prophets of the Old Testament bore witness to God as Father, anticipating the words of Jesus Christ, who as the incarnate Son spoke of God as His Father and revealed God as the Father of all who believe; and	WHEREAS, Our Lord Himself taught us to pray, addressing the sovereign Lord of all creation as ""Our Father""; and	WHEREAS, The Christian church is now confronted with challenges to its address of God as Father and is encouraged to accept alternatives which confuse the biblical witness or substitute impersonal language for God; and	WHEREAS, We are charged to bear witness to God as He has revealed Himself through the Christ and through Holy Scripture.	Therefore, Be it RESOLVED, That the messengers to the 135th session of the Southern Baptist Convention, affirm biblical teaching concerning God the Father and call upon all Christians to remain faithful to biblical language concerning God, understanding that the revelation of God as Father is central and essential to trinitarian faith; and	Be it further RESOLVED, That we state clearly the scriptural witness that God is Spirit, beyond any human gender, and that He is transcendent, beyond the limitations of any human word; but confess that He has uniquely and explicitly revealed Himself to us as Father, by His sovereign and perfect will; and	Be it finally RESOLVED, That we join in unapologetic confession of God as Father, Son, and Holy Spirit by the authority of His revealed Word and for the sake of His own glory.",1992
"WHEREAS, The Boy Scouts of America is now the subject of sustained attack because of its refusal to allow homosexuals as Scout leaders and its commitment to maintain references to God within its oath and literature; and	WHEREAS, This attack is part of a larger assault on all organizations which refuse to accommodate the demands of homosexual activists or atheists; and	WHEREAS, Many Southern Baptist churches sponsor Boy Scout troops.	Therefore, Be it RESOLVED, That we, the messengers to the 135th session of the Southern Baptist Convention, meeting in Indianapolis, Indiana, hereby declare our encouragement to the Boy Scouts of America, and call upon that organization to maintain its historic commitments and to continue its proper work among the boys and young men of America.",1992
"WHEREAS, The Creation account recorded in Genesis 2:1-13 states that God completed His work of Creation in six days and rested on the seventh day; and	WHEREAS, The Fourth Commandment recognizes the importance of keeping one day holy; and	WHEREAS, Jesus by example and teaching kept one day for worship; and	WHEREAS, Since much of the moral breakdown in our society has come since keeping the Lord's Day holy has been largely disregarded.	Therefore, Be it RESOLVED, That this 135th session of the Southern Baptist Convention affirms the biblical teaching concerning the Lord's Day as a matter of faith and practice; and	Be it further RESOLVED, That we urge Southern Baptist churches to teach the importance of the proper use of The Lord's Day to strengthen families and give proper recognition to God as Creator; and	Be it finally RESOLVED, That Southern Baptists express concern over the continuing secularization of the Lord's Day.",1992
