"","text","year"
"243","1.  That we express our satisfaction that the States are beginning to recognize more fully and to exercise more freely their responsibility for better regulation of marriage, as indicated by the fact that eleven States now require physical examination both of the bride and groom before marriage license can be issued; five require examination of the groom only; eleven prohibit marriage of persons with social disease, and that some require personal affidavit of freedom from social disease, with no examination specified; and that thirty-three have had or have similar legislation pending before the 1939 Assembly.2.  That we express our hearty approval of such legislation and of all other reasonable measures to regulate marriage, such as laws setting proper age limit and requiring advance notice and publication before a license can be issued, and all other reasonable restrictions to safeguard the homes and protect the health of our people and to give permanency to the marriage relation and reduce the daily grind of the divorce mill.",1939
"244","WHEREAS, It was the privilege of this Convention to listen to the most inspiring address of Dr. J. B. Lawrence on the morning of May 18; and	WHEREAS, We feel that the things said in this address on our historic doctrine and unique position in the religious world should become general knowledge among all men everywhere as well as among all Baptists; therefore, be it	RESOLVED, That this convention request the Sunday School Board to publish this address in tract form for general distribution among our people.",1939
"245","The Southern Baptist Convention with more than 4,000 messengers present from churches of 18 states representing a denomination of more than four and a half million communicant members, and now in session at Oklahoma City, hereby expresses our deep sense of regret and dissatisfaction with the large part American manufacturers and merchants are having in the revolting, inhuman and barbaric invasion and spoliation of China by Japan, involving as it does the wanton, wholesale slaughter of the Chinese people in the effort to subjugate the Chinese and destroy the independence of China.	We understand and sympathize with the normal needs of Japan, but these cannot justify the imperialism of the militaristic regime by which the human rights of another people are ruthlessly disregarded.  We are especially concerned over the fact that Americans are sharing so largely in this unholy work and without interference by the American Government.  We most earnestly plead with our National Administration and our Congress most speedily to take every possible measure to stop the supply of the instruments and materials of destruction from flowing from our country into Japan.  And we instruct our Secretaries to transmit this action to the President of the United States, the State Department and the Chairmen of the Committees on Foreign Affairs of both the Senate and the House of Representatives.	We further suggest the imminent desirability that our people throughout the territory of our Convention shall write to their representatives in both Houses of Congress, earnestly urging action to stop American participation in this war of conquest.	RESOLUTON CONCERNING INTERNATIONAL RELATIONS	1.  That in view of the present confused and disturbed International Relations we pledge ourselves anew to the spirit of peace and to the cultivation of that spirit among our people and in our relation to all other peoples.	2.  That we suggest to the pastors and churches the advisability of setting up and maintaining a peace committee in every church for the dissemination of information and the cultivation of the spirit of peace.	3.  That if and when such committees shall be appointed it will be well for them not to enter into any organic contacts or relations with any general bodies without the full understanding and authority of their respective churches.  This rule must apply to all committees and auxiliary organizations in our Baptist Churches if we are to maintain the integrity and efficiency of the churches as New Testament democracies, free to cooperate through their own denominational agencies and at the same time free from entanling alliances with interdenominational and unionizing organizations and movements.",1939
"246","1.  That we record our gratitude that for the year 1938 the number of lynchings decreased and that only six lives were sacrificed to mob violence; That it brings a deep sense of sorrow and shame to us, both as citizens and Christians, that this form of lawlessness should still persist to any degree; That we pledge ourselves and urge all citizens to contend earnestly for the administration of justice under the orderly processes of law, reaffirming our unalterable opposition to all forms of mob violence.	2.  That while lynching is not due wholly to racial antipathies nor the victims of lynching limited to any one race, it is beyond doubt or question that racial antipathies are often one of the chief contributing causes; That we are glad to believe and have many good reasons to believe that as between the white and colored races within the bounds of this Convention racial animosities are growing less and racial understanding and cooperation are increasing, as indicated by the fact that the white people of the South, especially our Baptist pastors and churches, are establishing and maintaining frequent contacts of a friendly and helpful nature with the Negro race; That we urge our Baptist people everywhere to maintain and extend these friendly and helpful contacts and relations, remembering always the law of Christian obligation that the strong should bear the burdens of the weak, and yet doing this without any spirit of patronizing or air of condescending.	3.  That we recognize the many inequalities and injustices which still exist in the dealings of organized society and of individuals with the Negro race and in the provision made for the advancement of the Negro race, such as the disproportionate distribution of public school funds, the lack of equal and impartial administration of justice in the courts, inadequate wages paid for Negro labor and the lack of adequate industrial and commercial opportunity for the Negro race as a whole; That we pledge ourselves as Christians and citizens to use our influence and give our efforts for the correction of these inequalities and for securing for the Negro opportunities for his full development in his education, industrial and religious life.",1939
"247","WHEREAS, Upon the recent death of Pope Pius XI both houses of the United States Congress adjourned in honor of the Pope; and	WHEREAS, The President later sent Mr. Joseph P. Kennedy, Ambassador to the Court of St. James, as his personal representative to Rome to witness or participate in the crowning of Pope Pius XII;	BE IT RESOLVED,	1.  That we recognize in the decease of the late Pope the passing of a distinguished world citizen which brought keen sorrow to all peoples of his faith with whom we sympathize in the loss of their leader.	2.  That we, the messengers to the Southern Baptist Convention in session at Oklahoma City, Oklahoma, May 20, 1939, composed of messengers from a total church membership of more than four million Southern Baptists, do cheerfully recognize and champion every person's right and liberty to make his own choice in matters of religion.	3.  That the right and freedom of religious opinion does not justify the union or mingling of state and church, but rather requires and demands that the two be kept separate and inviolate the one from the other.	4.  That we deplore and protest such actions by Congress and the President of the United States as unwise and unwarranted, and as indicating a dangerous tendency toward the union of church and state, which is a chief cause of the troubles of the old world.	5.  If the sending of the Ambassador of the United States was to honor the crowning of an ecclesiastical head we believe it was an obvious violation of the traditions of this Republic and of the spirit of the First Amendment of our Constitution even if, perhaps, not of its letter.  If this course was in honor of the crowning of the civil ruler of a state with which we are not in diplomatic relations it was as obviously an impropriety.	6.  That we request Congress and the President to adhere strictly to the principles on which our government was founded and the basal principle of separation of church and state so plainly taught in the first section of the bill of rights in our constitution.	7.  That copies of these resolutions be delivered by the Public Relations Committee to the President, to the Secretary of State, and to members of the House and Senate of the United States Congress.RESOLUTION CONCERNING FREEDOM OF RELIGION	1.  That we record our satisfaction that the new threat to the freedom of religion, the O'Day Bill, which would have brought our churches and all benevolent institutions under the taxing power of the government, was unanimously defeated in the Ways and Means Committee of the House of Representatives.	2.  That while we rejoice in our freedom we must not use our freedom as an occasion of the flesh and that our denomination should make worthy and adequate provision for its aged and disabled ministers and religious workers of all classes.  The Minister's Retirement Plan, now being promoted by the Relief and Annuity Board, and already adopted by many of our Baptist institutions and by many of the States within the bounds of the Southern Baptist Convention, should be adopted by all and vigorously promoted until adequate provision shall be made for the physical comfort and well being of all aged and disabled ministers and all other workers who give their entire time, effort and strength to the promotion of our Baptist interests.	RESOLUTION CONCERNING A DANGEROUS PRECEDENT	1.  That we look with grave concern upon the act of the President of the United States in sending Ambassador Jos. P. Kennedy to the ""coronation"" of Pope Pius XII, as the President's representative;	2.  That in this act, in our opinion, the President made a grave departure from the spirit of the constitution and brought pain to the great majority of the American people.	3.  That we are especially concerned lest this act foreshadow some purpose on the part of the administration to enter into diplomatic relations with the Vatican, against which we would deeply and earnestly protest.",1939
"248","1.  That we record our satisfaction that the new threat to the freedom of religion, the O'Day Bill, which would have brought our churches and all benevolent institutions under the taxing power of the government, was unanimously defeated in the Ways and Means Committee of the House of Representatives.	2.  That while we rejoice in our freedom we must not use our freedom as an occasion of the flesh and that our denomination should make worthy and adequate provision for its aged and disabled ministers and religious workers of all classes.  The Minister's Retirement Plan, now being promoted by the Relief and Annuity Board, and already adopted by many of our Baptist institutions and by many of the States within the bounds of the Southern Baptist Convention, should be adopted by all and vigorously promoted until adequate provision shall be made for the physical comfort and well-being of all aged and disabled ministers and all other workers who give their entire time, effort and strength to the promotion of our Baptist interests.",1939
"249","	Be it resolved by the Southern Baptist Convention in annual session assembled in the city of Baltimore, Maryland, June 12-16, 1940:	1.  We cannot without deep concern look upon the vast number of human lives sacrificed and the still larger number maimed by accident in our country.  It seems as incredible as it is shocking that a great people in the ordinary pursuits of peace should sacrifice nearly 100,000 lives each year by accidental death, and at the same time bring non-fatal injuries to nearly nine million.	2.  All available facts indicate that a large percentage both of the fatal and non-fatal accidents come as the result of the use of alcoholic beverages, both on the part of the automobile drivers and on the part of the pedestrians.  We cannot too severely condemn a situation that makes it possible for men to operate motor cars or to walk the streets and highways when under the influence of intoxicating beverages in however slight degree.	3.  We the members of the Convention pledge ourselves to care and discretion in the operation of motor vehicles and in all other matters to the end that we may assist in reducing the enormous toll of human life taken by accident.	RESOLUTION CONCERNING THE LIQUOR TRAFFIC	Be it resolved by the Southern Baptist Convention in annual session assembled in the city of Baltimore, Maryland, June 12-16, 1940:	1.  We look with grave concern upon the widespread use of alcoholic drinks among the masses of our people, especially the young people and the girls and women.  No nation can rise above its motherhood.  If we raise a generation of drinking and drunken mothers we may expect a sodden civilization.	2.  We urge upon all Pastors, Editors, College Presidents and Teachers, upon the officers and teachers of our churches and upon the churches themselves, their solemn obligation for taking and maintaining a consistent stand against the use of intoxicating beverages by the individual and against the policy of legalization by the State.	3.  We affirm our unchanged and unchangeable opposition to the beverage use of alcoholic drinks in all forms and to the policy of government which legalizes and thus promotes the manufacture, distribution, sale and consumption of such beverages.  Total abstinence by the individual and legal suppression by the government are the only safe, sane and justifiable courses to be pursued in regard to a habit-forming and destructive poison.	4.  That while we do not recede in the least degree from our belief in legal suppression by the government, we pledge special emphasis upon the scientific and educational approach to the solution of the liquor problem.  If our young people and all others can be taught and can become deeply convinced of the destructive nature of alcohol and can be brought to total abstinence, the liquor problem will be solved.",1940
"250","	WHEREAS, The present condition of the world creates a greater need for the Bible than ever in history, and	WHEREAS, Most of the world must depend upon the great Bible Societies for its supply of Scriptures, and	WHEREAS, The British and Foreign Bible Society, which shares with the American Bible Society the responsibility for supplying our missionaries in foreign lands with Scriptures in many languages, is seriously handicapped because of the war, and the American Bible Society is undertaking to expand its service to meet the emergency, therefore be it	RESOLVED, That we urge our churches either on Universal Bible Sunday, December 8, or on some other convenient date, to make a special offering of not less than five dollars ($5.00) toward the Emergency Fund of the American Bible Society.",1940
"251","	We wish to express the appreciation of this Convention to the Committee on Entertainment and the Baptist people of Baltimore for the generous manner in which we have been entertained.  They have done their best to make our stay among them both pleasant and profitable.  We express our appreciation to the Press for such space as allotted us, to the Radio Stations for the generous broadcast time allotted us, to the Sunday School Board for use of Broadman Hymnals, and to the musical leadership of this Convention who have made the music of the Convention a joy and inspiration to all, and to the Association of Commerce, and to any and all others who in any way contributed to the success of this Convention.",1940
"252","We wish to express the gratitude of this Convention to our retiring President, Dr. L. R. Scarborough, for his untiring services in behalf of our beloved denomination.  Also for the beautiful spirit and efficient manner in which he has presided over all sessions of the Convention.	RESOLUTION OF APPRECIATION	WHEREAS, The messengers to this Convention have been greatly helped by the daily distribution of the Convention Bulletin, and	WHEREAS, Brother Walter M. Gilmore has directed this phase of our Convention program with such efficiency in order to give an accurate summary of the daily proceedings, giving much time day and night to the preparation of this Bulletin, and	WHEREAS, As Publicity Director of the Executive Committee of the Southern Baptist Convention he has rendered such vital service to the Editors of the denominational papers by furnishing to them copies of the digests of reports and addresses delivered before this Convention, and other valuable material, making it possible for them to pass on to their readers better accounts and more accurate information concerning the proceedings of the Convention.	BE IT RESOLVED, That the messengers do hereby express to Brother Gilmore, and his efficient helpers, our deep and abiding gratitude.",1940
"253","1.  That we hereby reaffirm our unfaltering belief in and our deep devotion to the principle of the absolute freedom of the individual in all the concerns of religion and in all acts of worship, both private and public, and in its corrollary the complete separation of church and state, or of organized religion and of organized government, in so far as directing authority and right of control are concerned.  Each and every individual is endowed by the Creator with the unalienable right to worship as his own conscience may direct, or even not to worship at all if he is so inclined.  Over religious beliefs and religious acts neither the state nor the head of the state may properly assume to exercise any authority or control.  Nor can organized religion assume any authority or control over the affairs of the state.	2.  That this principle of the freedom of religion and of the separation of church and state excludes all financial grants and subsidies from governmental funds derived from taxes levied upon citizens to the promotion of religion as such or to the maintenance of teachers of religion or to the maintenance and promotion of churches and other religious institutions whether missionary, educational or benevolent, which are built and fostered by religious denominations, or under distinctly religious auspices.	3.  That this principle, with all of its implications, is expressed in the first amendment to the Constitution of the United States, commonly known as the Bill of Rights; that this is the most distinct and distinctive principle of the government of the United States, and is the largest contribution made by the United States of America to the political thought of the world.  Just as this principle is the most vital and distinctive principle of American life, its preservation and inviolability are, and of a right should be, a matter of deepest concern to every citizen of this government.	4.  That we deeply deplore the fact that in recent years both the Federal Government and many of the State Governments, have shown a careless disregard for this principle and have resorted to many and varied schemes for offering financial subsidies to religion and religious institutions.  All of these schemes, whether they offer money directly or indirectly to denominational colleges and Roman Catholic parochial schools, are simply the nose of the camel finding its way into the tent.  If these things are not checked and if religious institutions, especially Baptist Colleges and Colleges of other evangelical denominations, do not spurn all offers of governmental subsidies the time is not far distant when freedom of religion and the separation of church and state will be things of the past.	5.  That we express our earnest disapproval of Senate Bill 3579, introduced by Senator Walsh of Massachusetts, which proposes so to amend the Social Security Act as it bring churches under its operation; that we suggest to our Baptist people that they use their influence with their Senators and Representatives to prevent the passage of this Bill; and that the Social Service Commission be authorized officially to indicate to members of Congress the mind of this Convention touching this matter.  The Bill is objectionable both because it would impose a tax on churches and also and particularly because it would be class legislation, exempting from its operation churches or denominations having religious orders.	Southern Baptists heretofore have held and do now hold fast the American principle of the Separation of Church and State.	They believe that the power to tax is also the power to reform, to change, to destroy even; Therefore,	Be it resolved, That we now register our opposition to the amendments to the Social Security Act which are now pending in Congress, which amendments would if enacted by Congress place a tax upon all of our churches, our schools, our orphanages, our missionary and benevolent boards, and all other agencies of the denomination.	Be it resolved further, That Southern Baptists do not favor amending the Social Security Act at all; however, if in the judgment of Congress the Social Security Act should be amended in order to include in its provisions employees of secular non-profit organizations then this Convention insists that such amendment shall definitely exempt all employees of religious denominations, churches, boards, institutions educational and benevolent and all other non-profit agencies of the religious bodies of the United States.	Resolved further, That the Southern Baptist Convention whose constituency numbers some five million members with a family attachment of some fifteen million persons does not agree to the proposed Walsh Amendment as contained in Senate Bill No. 3579 which would be able to transmute a general tax into a ""true contribution"" by the process of placing money thus raised into a Social Security Trust Fund of the Federal Government.  On the contrary, this bill would merely convert a general tax into a tax for a special purpose.	The tax proposed by Senate Bill No. 3579 would in our sober judgment be violative of the American principle of the Separation of Church and State and would amount to usurpation of the powers of the Federal Government with reference to religious bodies of every faith--Protestant, Catholic, Jewish, and all others.",1940
"254","Be it resolved by the Southern Baptist Convention in annual session assembled in the city of Baltimore, June 12-16, 1940:	1.  That we hereby express our utter abhorrence of war as an instrument of International policy and our profound conviction and belief that all International differences could and of a right ought to be composed by peaceful diplomatic exchanges, and, when these fail, by arbitration.	2.  That the continued sacrifice of human treasure and human blood in International war is a wanton and wicked waste for which nations, and particularly their rulers who declare and prosecute war, must give an account to the All Wise and All Just Judge of all the earth.	3.  That the extremes of human slaughter to which the present mechanized war has gone staggers human belief and is a sad illustration of how all scientific knowledge and development, which should contribute only to human welfare, can be debased and devoted to human destruction.	4.  That while there may be many contributing causes for war, we believe that the deepest and most basic cause for war is a materialistic education and a materialistic philosophy of life, which exalts man and debases and depersonalizes God as the creator and the preserver of all life and as the Saviour of man.  We believe, therefore, it is of the utmost importance that our system of education, both private and public, shall be jealously guarded and kept true to the fundamental conceptions of the personality of God and of the authority of His revealed will, both in His word and in the person of His Son.	5.  That in the present frightful conditions prevailing throughout the world we urge upon the President of the United States and upon the Secretary of State, and all others in authoritative position, to use all possible wisdom and every possible precaution to prevent our nation from becoming involved in the present world conflict, and to maintain consistently the position of the United States as the largest and most influential neutral nation so that when the time arrives our nation may make the largest possible contribution to a well considered and a just and lasting peace.	6.  That while we acknowledge the right of national self-defense, our utter abhorrence of war and its attendant evils compels us to voice the conviction that even a defensive war should be waged only as a last resort after every effort has been made to reach a settlement of international problems in fairness to all the nations involved.	7.  That we protest the continued shipment of scrap iron and other war materials from America to Japan to be used by Japan in her ruthless war of invasion and conquest against China; that this shipment seems all the more unjust and inexcusable since the termination of the international trade treaty which leaves our government free to act in this matter; that our government be and it is hereby respectfully and earnestly petitioned to use all its powers and prerogatives to prevent the continuation of this aid to an imperialistic power, making war upon a peaceful and friendly nation.	8.  Baptists have always believed in liberty of conscience and have honored men who were willing to brave adverse public opinion for the sake of conscientious scruples.  A considerable number of members of churches of our Convention, through their interpretation of the moral teachings of Christ, have reached the position of a conscientious objection to war that prohibits them from bearing arms.	The Convention ought to accord to them the right of their convictions as it accords to others the right to differ from them, and ought to protect them in that right to the extend of its ability.  Therefore,	Be it RESOLVED, That the Convention go on record as recognizing such right of a conscientious objection, and that the Convention instruct the Executive Committee to provide facilities for their registration with the denomination, in order that the Executive Committee may be able to make accurate certification to the government concerning them at any time it should be called for.	9.  Because war is contrary to the mind and spirit of Christ, we believe that no war should be identified with the will of Christ.  Our churches should not be made agents of war propaganda or recruiting stations.  War thrives on and is perpetuated by hysteria, falsehood, and hate and the church has a solemn responsibility to make sure there is no black out of love in time of war.  When men and nations are going mad with hate it is the duty of Christ's ministers and His churches to declare by spirit, word, and conduct the love of God in all men.  In time of war it is our Christian responsibility to prepare for peace.  We would, therefore, urge our churches to think and work toward a Christian social order in which a just and lasting peace can be realized.",1940
"255","Be it resolved by the Southern Baptist Convention in annual session assembled in the city of Baltimore, Maryland, June 12-16, 1940:	1.  That we rejoice in the freedom of the press as guaranteed in the Bill of Rights, and look upon it as one of the bulwarks of our liberties.  Under no condition would we consent to an impairment of this freedom.	2.  But the freedom of the press, like all other forms of freedom, is subject to misuse and abuse.  Surely the press should regard itself as one of the custodians of cultural ideals and of public morals.	3.  We regard the constant outflow from the presses of the nation of salacious and smutty books and periodicals as a serious menace to the ideals and morals of our people, especially of the youth of the land.  We believe that all proper authority should be exercised to limit and to prevent this corrupt stream, which undoubtedly is working the downfall of many eager, growing and promising young people.	4.  We pledge ourselves to aid in every way possible in a general cleanup of the newsstands, and we would particularly recognize the fact that here as elsewhere the most effective way to destroy evil is to overcome evil with good, which we must do by placing good wholesome literature and books into the hands of the masses of our people.",1940
"256","Be it resolved by the Southern Baptist Convention in annual session assembled in the city of Baltimore, Maryland, June 12-16, 1940:	1.  That we hereby express and record our deep sense of satisfaction and gratitude that the sacrifice of human life at the hands of mobs has now practically disappeared from our land.	2.  That we will continue to exercise all diligence and to urge upon our entire Baptist constituency and upon the citizenry at large the continued exercise of all diligence that this form of barbarism may be entirely banished and may have no recrudescence.	3.  That we rejoice in the continued lessening of interracial antipathies and friction and in the increasing betterment of interracial understanding, good will and cooperation.	4.  That we shall strive to cultivate and perpetuate this growing inter-racial good will and shall strive to the end that our friends and neighbors of the Negro race shall have, in all instances, equal and impartial justice before the courts; better and more equitable opportunities in industrial, business, and professional engagements; and a more equitable share in public funds and more adequate opportunities in the field of education",1940
"257","In this tragic hour of struggle between the totalitarian concept of force and the democratic concept of liberty, when the call has gone out for continuing effort to make democracy work within our own borders, when the love of freedom, we are happy to believe, is aflame in the hearts of our people, we feel impelled from deep conviction and from the verdict of history to register our considered judgment touching a matter of vital concern not only to our Southern Baptist people from Maryland to Texas and from Illinois to Florida, but as well to all men alike everywhere, both for the present and the unfolding future.	Believing that a priceless and cherished principle is involved--a principle which must be kept inviolate at all times and supremely so in these testing days, we, the messengers from the 25,018 churches composing the Southern Baptist Convention, with a membership of 4,949,174 persons, in this the 85th annual session, this June 12, 1940, in Baltimore, Maryland, make this statement:	1.  That the President of the United States did, on December 24, 1939, announce the appointment of the Honorable Myron Taylor as the representative of this government to the Vatican with the rank of ambassador.	2.  That subsequent developments have established the fact that the appointment was made without the consent or advice of the Senate; that he is to report from time to time to this government; that his term of appointment is unlimited; that the Vatican has officially received him as an ambassador from this government.	3.  That this action on the part of the President of the United States appears clearly to be in direct violation of the Constitution of the United States, section two, paragraph two, which reads:  ""The President shall have power, by and with the consent and advice of the Senate, to appoint ambassadors, other public ministers and consuls. . . .""; and, article one of the amendments to the Constitution, which reads:  ""Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise therefore . . .""	4.  That we profoundly believe that this action on the part of the President of the United States does definitely jeopardize the cherished principle of complete separation of church and state, for which principle our fathers suffered that the citizens of this nation, irrespective of creed or class, might alike enjoy religious liberty.	5.  That we do most heartily commend the efforts of the President and all fellow Americans in seeking by every rightful and lawful method and measure to promote the peace of the world and to alleviate human suffering.	6.  That we are compelled in conscience most earnestly to protest the action of the President of the United States in his appointment of a representative from this government to the Vatican with the rank of ambassador, whether as a temporary expedient or as a step towards permanent diplomatic relations, even as we would protest such an appointment to any other religious body in the world.	7.  That we are compelled to register this protest in the firm conviction that if the President's action in appointing an ambassador to the Vatican is not terminated, it will bring further and constantly increasing confusion within our own nation and definitely embarrass our international relationships in an hour when our nation should be united in meeting the sinister challenge of totalitarianism to democracy.	8.  That we respectfully voice the very earnest hope that the President will terminate this appointment, and we pledge him anew our uncompromising desire and purpose to preserve here in our nation a free church in a free state as one of the cardinal principles of democracy, which, we pray God, shall not perish from the earth.	9.  That a copy of this statement be sent to the President of the United States.	RESOLUTION CONCERNING FREEDOM OF RELIGION	1.  That we hereby reaffirm our unfaltering belief in and our deep devotion to the principle of the absolute freedom of the individual in all the concerns of religion and in all acts of worship, both private and public, and in its corollary the complete separation of church and state, or of organized religion and of organized government, in so far as directing authority and right of control are concerned.  Each and every individual is endowed by the Creator with the unalienable right to worship as his own conscience may direct, or even not to worship at all if he is so inclined.  Over religious beliefs and religious acts neither the state nor the head of the state may properly assume to exercise any authority or control.  Nor can organized religion assume any authority or control over the affairs of the state.	2.  That this principle of the freedom of religion and of the separation of church and state excludes all financial grants and subsidies from governmental funds derived from taxes levied upon citizens to the promotion of religion as such or to the maintenance of teachers of religion or to the maintenance and promotion of churches and other religious institutions whether missionary, educational or benevolent, which are built and fostered by religious denominations, or under distinctly religious auspices.	3.  That this principle, with all of its implications, is expressed in the first amendment to the Constitution of the United States, commonly known as the Bill of Rights; that this is the most distinct and distinctive principle of the government of the United States, and is the largest contribution made by the United States of America to the political thought of the world.  Just as this principle is the most vital and distinctive principle of American life, its preservation and inviolability are, and of a right should be, a matter of deepest concern to every citizen of this government.	4.  That we deeply deplore the fact that in recent years both the Federal Government and many of the State Governments, have shown a careless disregard for this principle and have resorted to many and varied schemes for offering financial subsidies to religion and religious institutions.  All of these schemes, whether they offer money directly or indirectly to denominational colleges and Roman Catholic parochial schools, are simply the nose of the camel finding its way into the tent.  If these things are not checked and if religious institutions, especially Baptist Colleges and Colleges of other evangelical denominations, do not spurn all offers of governmental subsidies the time is not far distant when freedom of religion and the separation of church and state will be things of the past.	5.  That we express our earnest disapproval of Senate Bill 3579, introduced by Senator Walsh of Massachusetts, which proposes so to amend the Social Security Act as to bring churches under its operation; that we suggest to our Baptist people that they use their influence with their Senators and Representatives to prevent the passage of this Bill; and that the Social Service Commission be authorized officially to indicate to members of Congress the mind of this Convention touching this matter.  The Bill is objectionable both because it would impose a tax on churches and also and particularly because it would be class legislation, exempting from its operation churches or denominations having religious orders.	RESOLUTION CONCERNING THE PRESIDENT AND THE VATICAN	Be it resolved by the Southern Baptist Convention in annual session assembled in the city of Baltimore, Maryland, June 12-16, 1940:1.	That, while we accord to the President of the United States all credit for worthy motives in all of his efforts to secure International Peace, we cannot but express deep disappointment and regret at the method he adopted in linking his efforts with the Vatican.  We cannot but believe that the President did the cause of peace and the government of the United States a great disservice when he brought the influence of the United States, the greatest neutral power, into alliance and in essence made it subject and subservient to the Vatican.2.	That we cannot but express our disapproval of the President’s action in sending Mr. Myron C. Taylor as his special, or personal representative to the Vatican, and assigning him the rank of ambassador, without consulting the Senate, and in violation and circumvention of the plain meeting of the Constitution.3.	That we solemnly and earnestly enter our protest against the action taken by the President in this matter and solemnly and earnestly request that he take steps immediately to recall Mr. Taylor as his representative to the Vatican, thereby reassuring the people of the United States that he does not propose to continue a violation of a fundamental principle of our American Government, and of the rights and prerogatives of the Presidential office. ",1940
"258","Southern Baptists heretofore have held and do now hold fast the American principle of the Separation of Church and State.	They believe that the power to tax is also the power to reform, to change, to destroy even; Therefore,	Be it RESOLVED, That we now register our opposition to the amendments to the Social Security Act which are now pending in Congress, which amendments would if enacted by Congress place a tax upon all of our churches, our schools, our orphanages, our missionary and benevolent boards, and all other agencies of the denomination.	Be it RESOLVED further, That Southern Baptists do not favor amending the Social Security Act at all; however, if in the judgment of Congress the Social Security Act should be amended in order to include in its provisions employees of secular non-profit organizations then this Convention insists that such amendment shall definitely exempt all employees of religious denominations, churches, boards, institutions educational and benevolent and all other non-profit agencies of the religious bodies of the United States.	RESOLVED further, That the Southern Baptist Convention whose constituency numbers some five million members with a family attachment of some fifteen million persons does not agree to the proposed Walsh Amendment as contained in Senate Bill No. 3579 which would be able to transmute a general tax into a ""true contribution"" by the process of placing money thus raised into a Social Security Trust Fund of the Federal Government.  On the contrary, this bill would merely convert a general tax into a tax for a special purpose.	The tax proposed by Senate Bill No. 3579 would in our sober judgment be violative of the American principle of the Separation of Church and State and would amount to usurpation of the powers of the Federal Government with reference to religious bodies of every faith--Protestant, Catholic, Jewish, and all others.",1940
"259","In view of the spiritual needs of America in these crucial days.  And,	In view of the power of Radio as a medium of preaching the Gospel of Christ and thus influencing the spiritual life of the nation.	In view of the tremendous ability of Dr. Geo. W. Truett as a preacher of the Gospel by Radio as well as otherwise, and further in view of the wide acceptability of Dr. Truett to all people of the nation in his messages.	Therefore, be it RESOLVED:	1.  That Southern Baptists approach the management of the Nation-wide Broadcasting systems with the suggestion that Dr. Truett be invited to preach a series of ten sermons to the nation by Radio, on ten consecutive days or nights.	2.  That Dr. R. Q. Leavell, L. R. Scarborough, W. W. Hamilton, together with two members of the Radio Committee be appointed to carry out the plan of these resolutions.	RESOLUTION ON ANNUAL CHURCH SCHOOLS OF MISSIONS	Since the Annual Church School of Missions has been recognized as a most effective method of promoting all Kingdom work fostered by our great Cooperative Program and always results in a spiritual awakening and increased giving by our people, RESOLVED:	1.	That we endeavor to carry this movement to our 25,000 churches as soon as possible.	2.	That for the proper coordination of our work all denominational agencies be urged to cooperate in this Movement.	3.	That 1,000 new Church Schools of Missions be our goal for next Convention year.	4.  	That these Schools, when practical, precede the Every-Member Canvass in our churches and immediately precede or follow the annual revival as a method of enlistment.	5.	That all our agencies be urged to secure subscriptions to our missionary magazines, Home Missions and The Commission.	6.	That state papers be requested to publish these resolutions.",1940
